"pitcher","role_key","inning","outs_when_up","score_gap","on_3b","on_2b","on_1b","Segmentation","Segmentation_tier2"
664054,"RP",6,0,1,0,0,0,"A","A"
451584,"RP",9,1,4,1,0,1,"B1","B1"
608337,"SP",1,0,0,0,0,0,"A","A"
608349,"RP",6,2,-2,0,1,1,"A","A++"
664199,"RP",8,0,-1,0,0,0,"A","A"
622250,"RP",4,2,-2,1,1,0,"A","A++"
670056,"RP",7,2,4,0,0,0,"B1","B1"
657240,"RP",10,0,1,0,1,0,"A","A++"
676684,"RP",8,0,-4,0,0,0,"B2","B2"
641582,"RP",8,2,-1,1,1,0,"A","A++"
573124,"RP",7,0,3,0,0,0,"B1","B1"
656420,"RP",8,0,-3,0,0,0,"B2","B2"
570663,"RP",8,0,3,0,0,0,"B1","B1"
571670,"RP",7,0,0,0,0,0,"A","A"
660600,"RP",7,0,3,0,0,0,"B1","B1"
571670,"RP",7,0,1,0,0,0,"A","A"
605309,"RP",7,0,2,0,0,0,"A","A"
453192,"RP",7,2,-3,0,1,1,"B2","B2"
669373,"SP",1,0,0,0,0,0,"A","A"
493603,"RP",7,1,1,0,1,0,"A","A++"
544727,"RP",9,2,-3,1,0,1,"B2","B2"
552640,"RP",3,1,3,0,1,0,"B1","B1"
598264,"RP",9,0,0,0,0,0,"A","A"
596027,"RP",5,0,-6,0,0,0,"B2","B2"
628711,"SP",1,0,0,0,0,0,"A","A"
657044,"RP",7,0,4,0,0,0,"B1","B1"
642701,"RP",8,0,6,0,0,0,"B1","B1"
542882,"RP",10,0,2,0,1,0,"A","A++"
605280,"RP",8,0,7,0,0,0,"B1","B1"
579328,"SP",1,0,0,0,0,0,"A","A"
605138,"RP",5,1,0,0,0,0,"A","A"
663765,"RP",8,1,-6,1,1,1,"B2","B2"
554340,"RP",9,0,3,0,0,0,"B1","B1"
621237,"RP",7,1,0,1,0,1,"A","A++"
592773,"RP",8,0,-3,0,0,0,"B2","B2"
642545,"RP",2,2,-7,0,0,1,"B2","B2"
677960,"RP",5,0,0,0,0,0,"A","A"
519293,"RP",9,0,1,0,0,0,"A","A"
641302,"RP",7,0,-7,0,0,0,"B2","B2"
656546,"SP",1,0,0,0,0,0,"A","A"
606625,"RP",7,0,1,0,0,0,"A","A"
605151,"RP",7,0,0,0,0,0,"A","A"
502042,"SP",1,0,0,0,0,0,"A","A"
656232,"RP",7,0,-4,0,0,0,"B2","B2"
468504,"RP",7,0,-1,0,0,0,"A","A"
424144,"RP",8,2,8,0,0,0,"B1","B1"
519443,"RP",8,0,-6,0,0,0,"B2","B2"
656638,"RP",5,0,-6,0,0,0,"B2","B2"
643778,"RP",7,0,-1,0,0,0,"A","A"
572070,"SP",1,0,2,0,0,0,"A","A"
593334,"SP",1,0,0,0,0,0,"A","A"
670056,"RP",6,0,-2,0,0,0,"A","A"
570666,"RP",8,0,-4,0,0,0,"B2","B2"
593372,"SP",1,0,0,0,0,0,"A","A"
657277,"SP",1,0,0,0,0,0,"A","A"
458676,"RP",8,0,7,0,0,0,"B1","B1"
656322,"RP",8,0,-1,0,0,0,"A","A"
622250,"RP",7,1,-1,0,0,0,"A","A"
666120,"SP",1,0,0,0,0,0,"A","A"
489265,"RP",7,0,5,0,0,0,"B1","B1"
608723,"RP",5,1,-5,0,1,0,"B2","B2"
459429,"RP",9,0,1,0,0,0,"A","A"
621107,"SP",1,0,2,0,0,0,"A","A"
622075,"RP",6,1,-1,0,0,0,"A","A"
594987,"RP",7,0,0,0,0,0,"A","A"
642083,"RP",8,0,-13,0,0,0,"B2","B2"
642528,"RP",6,0,-4,0,0,0,"B2","B2"
656420,"RP",7,0,6,0,0,0,"B1","B1"
643511,"RP",8,0,1,0,0,0,"A","A"
663978,"SP",1,0,0,0,0,0,"A","A"
641386,"RP",6,0,2,0,0,0,"A","A"
542947,"RP",8,0,1,0,0,0,"A","A"
642003,"RP",8,0,4,0,0,0,"B1","B1"
605525,"RP",9,0,4,0,0,0,"B1","B1"
656605,"SP",1,0,0,0,0,0,"A","A"
650644,"SP",1,0,0,0,0,0,"A","A"
621242,"RP",9,0,-1,0,0,0,"A","A"
543475,"SP",1,0,0,0,0,0,"A","A"
605288,"SP",1,0,1,0,0,0,"A","A"
676969,"RP",9,0,-3,0,0,0,"B2","B2"
656945,"RP",8,0,-1,0,0,0,"A","A"
608334,"RP",6,0,-4,0,0,0,"B2","B2"
543548,"RP",7,0,13,0,0,0,"B1","B1"
657612,"RP",7,2,2,0,0,1,"A","A+"
650382,"RP",6,0,1,0,0,0,"A","A"
621249,"RP",6,0,6,0,0,0,"B1","B1"
656685,"RP",8,0,-2,0,0,0,"A","A"
640448,"RP",7,2,-3,1,1,1,"B2","B2"
607219,"RP",7,0,-5,0,0,0,"B2","B2"
605200,"SP",1,0,1,0,0,0,"A","A"
650530,"RP",6,0,-6,0,0,0,"B2","B2"
657031,"RP",8,1,-1,0,1,1,"A","A++"
593833,"RP",8,0,-6,0,0,0,"B2","B2"
448855,"RP",4,2,-13,0,0,1,"B2","B2"
519141,"RP",8,0,3,0,0,0,"B1","B1"
571578,"SP",1,0,1,0,0,0,"A","A"
621219,"RP",2,2,-6,0,1,0,"B2","B2"
664199,"RP",7,0,5,0,0,0,"B1","B1"
592346,"SP",1,0,0,0,0,0,"A","A"
501381,"SP",1,0,0,0,0,0,"A","A"
519151,"RP",9,0,-4,0,0,0,"B2","B2"
607391,"RP",9,0,4,0,0,0,"B1","B1"
594798,"SP",1,0,0,0,0,0,"A","A"
622253,"RP",10,0,0,0,1,0,"A","A++"
608665,"RP",9,0,0,0,0,0,"A","A"
453281,"RP",10,1,-1,0,1,1,"A","A++"
664854,"RP",6,0,-3,0,0,0,"B2","B2"
491624,"RP",9,0,1,0,0,0,"A","A"
656794,"RP",6,1,-1,0,0,0,"A","A"
664353,"SP",1,0,0,0,0,0,"A","A"
592094,"RP",7,0,-7,0,0,0,"B2","B2"
669432,"SP",1,0,0,0,0,0,"A","A"
608648,"RP",7,0,0,0,0,0,"A","A"
605488,"RP",5,0,4,0,0,0,"B1","B1"
573124,"RP",9,0,0,0,0,0,"A","A"
458677,"RP",5,0,-4,0,0,0,"B2","B2"
519076,"RP",6,2,3,1,0,1,"B1","B1"
453343,"RP",9,0,3,0,0,0,"B1","B1"
517008,"RP",8,0,0,0,0,0,"A","A"
642092,"SP",1,0,0,0,0,0,"A","A"
518397,"RP",9,0,6,0,0,0,"B1","B1"
554431,"RP",8,0,1,0,0,0,"A","A"
621348,"RP",6,0,-3,0,0,0,"B2","B2"
608718,"RP",6,0,3,0,0,1,"B1","B1"
592644,"RP",7,0,-1,0,0,0,"A","A"
669145,"SP",1,0,0,0,0,0,"A","A"
672335,"RP",5,1,1,0,1,1,"A","A++"
663986,"RP",9,0,10,0,0,0,"B1","B1"
593140,"RP",9,0,6,0,0,0,"B1","B1"
571927,"SP",1,0,0,0,0,0,"A","A"
661255,"RP",9,0,5,0,0,0,"B1","B1"
571710,"RP",8,0,-1,0,0,0,"A","A"
606160,"RP",8,0,1,0,0,0,"A","A"
641871,"RP",10,0,1,0,1,0,"A","A++"
500779,"SP",1,0,0,0,0,0,"A","A"
593423,"SP",1,0,0,0,0,0,"A","A"
518617,"RP",7,2,4,0,1,0,"B1","B1"
461872,"RP",8,0,-2,0,0,0,"A","A"
592233,"RP",9,0,0,0,0,0,"A","A"
592222,"RP",7,0,7,0,0,0,"B1","B1"
667463,"RP",6,0,-3,0,0,0,"B2","B2"
433589,"RP",7,0,0,0,0,0,"A","A"
607391,"RP",9,0,5,0,0,0,"B1","B1"
621129,"RP",5,0,-3,0,0,0,"B2","B2"
685503,"SP",1,0,0,0,0,0,"A","A"
605452,"SP",1,0,0,0,0,0,"A","A"
661403,"RP",9,0,3,0,0,0,"B1","B1"
608349,"RP",9,0,1,0,0,0,"A","A"
501925,"RP",9,0,-3,0,0,0,"B2","B2"
571735,"RP",7,0,-5,0,0,0,"B2","B2"
621348,"RP",8,0,-1,0,0,0,"A","A"
456501,"SP",1,0,0,0,0,0,"A","A"
622088,"RP",5,0,4,0,0,0,"B1","B1"
595014,"RP",8,0,1,0,0,0,"A","A"
605397,"SP",1,0,0,0,0,0,"A","A"
476595,"RP",5,0,-5,0,0,0,"B2","B2"
608371,"RP",8,0,2,0,0,0,"A","A"
501593,"RP",6,0,0,0,0,0,"A","A"
676709,"RP",8,0,-7,0,0,0,"B2","B2"
554431,"RP",7,0,5,0,0,0,"B1","B1"
446372,"SP",1,0,0,0,0,0,"A","A"
448179,"SP",1,0,0,0,0,0,"A","A"
672335,"RP",9,1,0,0,0,0,"A","A"
518617,"RP",9,0,5,0,0,0,"B1","B1"
571760,"SP",1,0,0,0,0,0,"A","A"
642130,"RP",8,1,0,0,0,1,"A","A+"
554430,"SP",1,0,0,0,0,0,"A","A"
624647,"RP",7,0,1,0,0,0,"A","A"
570666,"RP",8,0,-5,0,0,0,"B2","B2"
642203,"SP",1,0,0,0,0,0,"A","A"
596112,"RP",8,0,-2,0,0,0,"A","A"
641386,"RP",7,2,-2,1,1,1,"A","A++"
605242,"RP",5,0,-3,0,0,0,"B2","B2"
475479,"SP",1,0,0,0,0,0,"A","A"
668676,"SP",1,0,0,0,0,0,"A","A"
445213,"RP",5,2,-2,0,0,1,"A","A+"
593833,"RP",7,0,-1,0,0,0,"A","A"
448281,"RP",7,2,4,0,1,1,"B1","B1"
622250,"RP",8,0,-3,0,0,0,"B2","B2"
592761,"RP",6,0,-4,0,0,0,"B2","B2"
543766,"RP",8,0,4,0,0,0,"B1","B1"
621368,"RP",9,0,-3,0,0,0,"B2","B2"
592426,"RP",9,0,7,0,0,0,"B1","B1"
621121,"SP",1,0,0,0,0,0,"A","A"
450203,"SP",1,0,0,0,0,0,"A","A"
642152,"RP",8,0,3,0,0,0,"B1","B1"
656793,"RP",3,1,1,1,1,1,"A","A++"
459429,"RP",9,2,2,0,0,1,"A","A+"
643615,"RP",2,0,0,0,0,0,"A","A"
518858,"RP",8,0,5,0,0,0,"B1","B1"
592135,"RP",7,0,5,0,0,0,"B1","B1"
607237,"RP",10,0,1,0,1,0,"A","A++"
641816,"SP",1,0,0,0,0,0,"A","A"
669735,"RP",8,1,7,1,1,0,"B1","B1"
650556,"RP",6,0,0,0,0,0,"A","A"
606303,"RP",5,1,-7,0,0,0,"B2","B2"
621111,"SP",1,0,0,0,0,0,"A","A"
519326,"RP",7,0,5,0,0,0,"B1","B1"
502706,"SP",1,0,0,0,0,0,"A","A"
596295,"SP",1,0,0,0,0,0,"A","A"
640455,"SP",1,0,0,0,0,0,"A","A"
571656,"RP",3,2,-3,0,0,0,"B2","B2"
642068,"RP",8,1,-3,1,1,1,"B2","B2"
641755,"RP",7,1,0,0,1,1,"A","A++"
622065,"RP",10,0,0,0,1,0,"A","A++"
606149,"RP",8,0,0,0,0,0,"A","A"
605195,"RP",7,0,-1,0,0,0,"A","A"
605447,"RP",7,1,1,0,0,1,"A","A+"
453562,"SP",1,0,1,0,0,0,"A","A"
593144,"RP",9,0,-2,0,0,0,"A","A"
542947,"RP",7,0,1,0,0,0,"A","A"
622075,"RP",7,2,6,0,1,1,"B1","B1"
663734,"SP",1,0,0,0,0,0,"A","A"
595465,"RP",8,1,2,0,0,0,"A","A"
663423,"RP",6,0,-1,0,0,0,"A","A"
448855,"RP",10,0,0,0,1,0,"A","A++"
621052,"RP",9,0,2,0,0,0,"A","A"
621366,"RP",11,0,0,0,1,0,"A","A++"
593958,"SP",1,0,2,0,0,0,"A","A"
518876,"SP",1,0,0,0,0,0,"A","A"
501925,"RP",8,0,6,0,1,1,"B1","B1"
664299,"SP",1,0,0,0,0,0,"A","A"
656288,"SP",1,0,1,0,0,0,"A","A"
608032,"RP",9,0,6,0,0,0,"B1","B1"
622092,"RP",4,1,-4,0,0,1,"B2","B2"
607572,"RP",8,1,-1,0,0,0,"A","A"
669203,"SP",1,0,0,0,0,0,"A","A"
605280,"RP",6,1,-1,0,0,1,"A","A+"
548389,"SP",1,0,0,0,0,0,"A","A"
657240,"RP",9,0,0,0,0,0,"A","A"
594577,"RP",8,0,0,0,0,0,"A","A"
518886,"RP",8,1,2,1,1,1,"A","A++"
642083,"RP",6,1,0,0,0,0,"A","A"
500610,"RP",7,0,-5,0,0,0,"B2","B2"
453281,"RP",9,0,-4,0,0,0,"B2","B2"
542914,"RP",9,0,1,0,0,0,"A","A"
605525,"RP",6,1,-3,0,0,1,"B2","B2"
458681,"SP",1,0,0,0,0,0,"A","A"
642130,"RP",7,1,5,0,0,0,"B1","B1"
661255,"RP",8,0,-6,0,0,0,"B2","B2"
664854,"RP",6,0,-1,0,0,0,"A","A"
542881,"SP",1,0,0,0,0,0,"A","A"
425794,"SP",1,0,0,0,0,0,"A","A"
612434,"RP",7,0,-1,0,0,0,"A","A"
669330,"RP",7,2,-3,0,1,1,"B2","B2"
664714,"RP",6,1,-5,0,1,1,"B2","B2"
656876,"RP",8,0,0,0,0,0,"A","A"
660896,"RP",8,0,8,0,0,0,"B1","B1"
660600,"RP",8,0,6,0,0,0,"B1","B1"
656464,"RP",7,0,-6,0,0,0,"B2","B2"
592773,"RP",6,0,2,0,0,0,"A","A"
670280,"RP",8,2,-2,1,0,0,"A","A++"
621244,"SP",1,0,0,0,0,0,"A","A"
453192,"RP",7,0,-1,0,0,0,"A","A"
594835,"SP",1,0,0,0,0,0,"A","A"
642233,"RP",7,0,1,0,0,0,"A","A"
453268,"RP",9,1,4,0,1,1,"B1","B1"
542888,"RP",7,1,-1,0,1,0,"A","A++"
503569,"RP",11,2,0,1,1,0,"A","A++"
622253,"RP",6,1,-1,1,1,0,"A","A++"
571521,"RP",7,0,1,0,0,0,"A","A"
573204,"RP",6,2,5,0,0,0,"B1","B1"
641745,"SP",1,0,0,0,0,0,"A","A"
542882,"RP",8,0,4,0,0,0,"B1","B1"
548384,"RP",9,0,6,0,0,0,"B1","B1"
518774,"SP",1,0,0,0,0,0,"A","A"
543507,"RP",8,0,-1,0,0,0,"A","A"
598264,"RP",9,0,4,0,0,0,"B1","B1"
608344,"SP",1,0,0,0,0,0,"A","A"
592836,"SP",1,0,0,0,0,0,"A","A"
453265,"RP",7,0,0,0,0,0,"A","A"
554340,"RP",8,0,1,0,0,0,"A","A"
518553,"RP",9,0,0,0,0,0,"A","A"
672578,"RP",6,0,-4,0,0,0,"B2","B2"
451584,"RP",8,0,-6,0,0,0,"B2","B2"
676477,"RP",6,0,1,0,0,0,"A","A"
608716,"RP",5,1,-5,0,0,1,"B2","B2"
628452,"RP",11,0,2,0,1,0,"A","A++"
475479,"RP",8,0,0,0,0,0,"A","A"
621242,"RP",9,0,-1,0,0,0,"A","A"
592351,"SP",1,0,0,0,0,0,"A","A"
446321,"RP",5,1,0,0,0,1,"A","A+"
643316,"RP",6,0,1,0,1,1,"A","A++"
663399,"RP",9,0,8,0,0,0,"B1","B1"
622251,"RP",6,1,-6,0,1,1,"B2","B2"
664192,"RP",7,0,-6,0,0,0,"B2","B2"
608371,"RP",8,0,9,0,0,0,"B1","B1"
543135,"SP",1,0,0,0,0,0,"A","A"
501593,"RP",6,0,-1,0,0,0,"A","A"
518858,"RP",5,0,1,0,0,0,"A","A"
607237,"RP",9,0,11,0,0,0,"B1","B1"
621219,"RP",7,0,0,0,0,0,"A","A"
605151,"RP",6,2,6,0,1,1,"B1","B1"
592761,"RP",6,0,-5,0,0,0,"B2","B2"
592426,"RP",6,0,0,0,0,0,"A","A"
641394,"RP",8,1,-2,0,1,1,"A","A++"
622250,"RP",7,0,2,0,0,0,"A","A"
571510,"SP",1,0,0,0,0,0,"A","A"
519076,"RP",10,0,0,0,1,0,"A","A++"
593974,"RP",10,0,1,0,1,0,"A","A++"
607644,"SP",1,0,0,0,0,0,"A","A"
670280,"RP",8,0,-9,0,0,0,"B2","B2"
606160,"RP",9,0,4,0,0,0,"B1","B1"
669456,"SP",1,0,0,0,0,0,"A","A"
656322,"RP",8,0,6,0,0,0,"B1","B1"
502202,"RP",10,2,2,1,1,1,"A","A++"
595928,"RP",9,1,-7,0,0,0,"B2","B2"
605540,"SP",1,0,0,0,0,0,"A","A"
572971,"SP",1,0,0,0,0,0,"A","A"
503285,"RP",7,0,-1,0,0,0,"A","A"
608665,"RP",7,0,4,0,0,0,"B1","B1"
642232,"SP",1,0,0,0,0,0,"A","A"
605177,"RP",8,1,-1,0,0,0,"A","A"
621348,"RP",4,0,-1,0,0,0,"A","A"
608331,"SP",1,0,1,0,0,0,"A","A"
643511,"RP",8,0,1,0,0,0,"A","A"
521230,"RP",8,0,-4,0,0,0,"B2","B2"
453178,"RP",9,0,1,0,0,0,"A","A"
489265,"RP",7,0,-1,0,0,0,"A","A"
570663,"RP",7,0,1,0,0,0,"A","A"
675916,"RP",7,1,1,0,1,1,"A","A++"
663432,"RP",7,0,0,0,0,0,"A","A"
459429,"RP",9,0,0,0,0,0,"A","A"
543294,"SP",1,0,0,0,0,0,"A","A"
592332,"SP",1,0,0,0,0,0,"A","A"
643338,"RP",10,0,0,0,1,0,"A","A++"
622491,"SP",1,0,0,0,0,0,"A","A"
661403,"RP",8,0,0,0,0,0,"A","A"
518813,"RP",8,0,0,0,0,0,"A","A"
605130,"RP",7,0,0,0,0,0,"A","A"
458708,"RP",3,0,1,0,0,0,"A","A"
642152,"RP",9,0,-1,0,0,1,"A","A+"
650893,"RP",7,0,2,0,0,0,"A","A"
608349,"RP",7,2,1,0,0,1,"A","A+"
517008,"RP",8,0,1,0,0,0,"A","A"
628317,"SP",1,0,0,0,0,0,"A","A"
656420,"RP",10,0,3,0,1,0,"B1","B1"
641771,"SP",1,0,0,0,0,0,"A","A"
622253,"RP",5,2,1,0,1,1,"A","A++"
547943,"SP",1,0,0,0,0,0,"A","A"
663855,"RP",9,0,7,0,0,0,"B1","B1"
543521,"RP",6,0,-8,0,0,0,"B2","B2"
623352,"RP",9,0,0,0,0,0,"A","A"
445276,"RP",9,0,1,0,0,0,"A","A"
656794,"RP",7,0,2,0,0,0,"A","A"
433589,"RP",10,0,0,0,1,0,"A","A++"
657612,"RP",10,0,0,0,1,0,"A","A++"
518886,"RP",9,0,0,0,0,0,"A","A"
656793,"RP",5,2,-1,0,0,1,"A","A+"
606930,"RP",5,0,-3,1,0,1,"B2","B2"
596001,"SP",1,0,0,0,0,0,"A","A"
571670,"RP",7,2,-2,0,0,0,"A","A"
643256,"RP",8,0,-2,0,0,0,"A","A"
592865,"RP",6,0,-1,0,0,0,"A","A"
502043,"SP",1,0,0,0,0,0,"A","A"
677960,"RP",7,0,-1,0,0,0,"A","A"
593576,"RP",9,0,6,0,0,0,"B1","B1"
657031,"RP",8,0,8,0,0,0,"B1","B1"
676684,"RP",5,2,0,1,1,1,"A","A++"
544931,"SP",1,0,0,0,0,0,"A","A"
608717,"RP",5,0,-5,0,0,0,"B2","B2"
607200,"SP",1,0,0,0,0,0,"A","A"
642528,"RP",8,0,-1,0,0,0,"A","A"
461872,"RP",8,0,-5,0,0,0,"B2","B2"
624647,"RP",8,2,1,0,0,0,"A","A"
476454,"RP",6,0,-6,0,0,0,"B2","B2"
660623,"SP",1,0,0,0,0,0,"A","A"
641154,"SP",1,0,0,0,0,0,"A","A"
519443,"RP",10,0,0,0,1,0,"A","A++"
647315,"RP",9,0,-3,0,0,0,"B2","B2"
491624,"RP",8,2,0,0,1,0,"A","A++"
547973,"RP",9,0,0,0,0,0,"A","A"
605483,"SP",1,0,0,0,0,0,"A","A"
605400,"SP",1,0,0,0,0,0,"A","A"
456713,"RP",8,0,2,0,0,0,"A","A"
593833,"RP",7,0,-1,0,0,0,"A","A"
640448,"RP",5,0,-1,0,0,0,"A","A"
545333,"SP",1,0,1,0,0,0,"A","A"
593140,"RP",7,0,-8,0,0,0,"B2","B2"
621295,"RP",9,0,2,0,0,0,"A","A"
519141,"RP",8,0,-1,0,0,0,"A","A"
542888,"RP",8,0,1,0,0,0,"A","A"
622608,"SP",1,0,0,0,0,0,"A","A"
503569,"RP",8,2,-1,1,0,1,"A","A++"
607481,"RP",7,0,-4,0,0,0,"B2","B2"
614179,"RP",6,2,-4,0,0,1,"B2","B2"
518617,"RP",8,0,-1,0,0,0,"A","A"
570666,"RP",11,1,-1,0,1,1,"A","A++"
643316,"RP",11,0,1,0,1,0,"A","A++"
542585,"RP",8,0,-1,0,0,0,"A","A"
592791,"SP",1,0,0,0,0,0,"A","A"
642068,"RP",9,0,8,0,0,0,"B1","B1"
666200,"SP",1,0,0,0,0,0,"A","A"
592473,"RP",6,1,0,0,1,1,"A","A++"
641835,"RP",8,0,-1,0,0,0,"A","A"
621345,"RP",6,0,1,0,0,0,"A","A"
453343,"RP",9,0,0,0,0,0,"A","A"
641582,"RP",6,0,3,1,1,0,"B1","B1"
656427,"SP",1,0,0,0,0,0,"A","A"
641851,"RP",2,2,-2,0,1,0,"A","A++"
518516,"SP",1,0,0,0,0,0,"A","A"
641401,"RP",5,0,3,0,0,0,"B1","B1"
643290,"SP",1,0,0,0,0,0,"A","A"
534910,"RP",6,0,1,0,0,0,"A","A"
642207,"RP",8,0,1,0,0,0,"A","A"
519293,"RP",7,0,2,0,0,0,"A","A"
656945,"RP",6,2,1,1,0,0,"A","A++"
664948,"RP",8,0,4,0,0,0,"B1","B1"
656849,"SP",1,0,0,0,0,0,"A","A"
489119,"SP",1,0,0,0,0,0,"A","A"
664854,"RP",5,0,-1,0,0,0,"A","A"
573124,"RP",9,0,0,0,0,0,"A","A"
573204,"RP",6,0,-2,0,0,0,"A","A"
663554,"SP",1,0,0,0,0,0,"A","A"
617228,"RP",7,0,-2,0,0,0,"A","A"
476595,"RP",9,0,7,0,0,0,"B1","B1"
445276,"RP",9,0,4,0,0,1,"B1","B1"
502624,"SP",1,0,0,0,0,0,"A","A"
612434,"RP",7,0,5,0,0,0,"B1","B1"
664948,"RP",9,0,-7,0,0,0,"B2","B2"
642547,"SP",1,0,3,0,0,0,"B1","B1"
592767,"SP",1,0,2,0,0,0,"A","A"
570663,"RP",10,0,0,0,1,0,"A","A++"
595465,"RP",6,0,-4,0,0,0,"B2","B2"
642003,"RP",7,0,2,0,0,0,"A","A"
664054,"RP",5,0,0,0,0,0,"A","A"
527048,"SP",1,0,0,0,0,0,"A","A"
519293,"RP",9,0,0,0,0,0,"A","A"
571670,"RP",7,0,-1,0,0,0,"A","A"
606424,"RP",8,0,-2,0,0,0,"A","A"
477132,"SP",1,0,0,0,0,0,"A","A"
571735,"RP",8,0,-4,0,0,0,"B2","B2"
621052,"RP",8,2,1,0,1,0,"A","A++"
628452,"RP",9,0,0,0,0,0,"A","A"
608648,"RP",8,0,0,0,0,0,"A","A"
593974,"RP",7,1,-2,0,0,0,"A","A"
605488,"RP",11,0,1,0,1,0,"A","A++"
676051,"RP",7,1,3,0,0,0,"B1","B1"
641941,"RP",8,0,2,0,0,0,"A","A"
595014,"RP",8,0,3,0,0,0,"B1","B1"
607179,"RP",9,0,-3,0,0,0,"B2","B2"
641386,"RP",13,0,0,0,1,0,"A","A++"
640448,"RP",7,0,0,0,0,0,"A","A"
445213,"RP",7,1,-2,1,1,1,"A","A++"
656557,"RP",11,0,0,0,1,0,"A","A++"
645261,"SP",1,0,0,0,0,0,"A","A"
605280,"RP",5,0,-7,0,0,0,"B2","B2"
650530,"RP",5,0,0,0,0,0,"A","A"
606149,"RP",7,0,1,0,0,0,"A","A"
595943,"RP",8,0,-13,0,0,0,"B2","B2"
605135,"SP",1,0,0,0,0,0,"A","A"
621249,"RP",5,1,-10,1,1,0,"B2","B2"
669330,"RP",7,0,-3,0,0,0,"B2","B2"
502239,"SP",1,0,0,0,0,0,"A","A"
572020,"SP",1,0,0,0,0,0,"A","A"
643778,"RP",8,0,1,0,0,0,"A","A"
570488,"RP",12,0,0,0,1,0,"A","A++"
594987,"RP",6,0,-2,0,0,0,"A","A"
640470,"SP",1,0,0,0,0,0,"A","A"
593833,"RP",7,2,-1,1,1,0,"A","A++"
543699,"SP",1,0,1,0,0,0,"A","A"
572193,"RP",9,0,-4,0,0,0,"B2","B2"
596133,"SP",1,0,0,0,0,0,"A","A"
642397,"RP",9,0,0,0,0,0,"A","A"
650382,"RP",8,0,-2,0,0,0,"A","A"
554340,"RP",8,0,-1,0,0,0,"A","A"
425844,"SP",1,0,0,0,0,0,"A","A"
542947,"RP",9,0,-1,0,0,0,"A","A"
573186,"SP",1,0,0,0,0,0,"A","A"
605164,"SP",1,0,0,0,0,0,"A","A"
665152,"SP",1,0,0,0,0,0,"A","A"
605538,"RP",7,0,0,0,0,0,"A","A"
605309,"RP",7,0,0,0,0,0,"A","A"
453343,"RP",9,0,2,0,0,0,"A","A"
543548,"RP",4,0,-4,0,0,0,"B2","B2"
676840,"RP",11,0,0,0,1,0,"A","A++"
593144,"RP",7,2,-13,0,0,1,"B2","B2"
542585,"RP",8,0,1,0,0,0,"A","A"
608718,"RP",6,0,4,0,0,0,"B1","B1"
592169,"RP",6,0,-1,0,0,1,"A","A+"
502202,"RP",9,0,4,0,0,0,"B1","B1"
592233,"RP",7,1,1,0,0,1,"A","A+"
506433,"SP",1,0,0,0,0,0,"A","A"
475479,"RP",8,0,-2,0,0,0,"A","A"
592717,"SP",1,0,0,0,0,0,"A","A"
598264,"RP",9,0,-1,0,0,0,"A","A"
544727,"RP",9,0,6,0,0,0,"B1","B1"
571710,"RP",11,0,0,0,1,0,"A","A++"
642152,"RP",7,0,-3,0,0,0,"B2","B2"
552640,"RP",10,0,0,0,1,0,"A","A++"
605359,"RP",8,0,7,0,0,0,"B1","B1"
606625,"RP",6,0,0,0,0,0,"A","A"
621366,"RP",7,0,-3,0,0,0,"B2","B2"
596112,"RP",12,0,0,0,1,0,"A","A++"
607231,"SP",1,0,0,0,0,0,"A","A"
608337,"SP",1,0,0,0,0,0,"A","A"
519151,"RP",8,0,0,0,0,0,"A","A"
642083,"RP",7,0,0,0,0,0,"A","A"
456713,"RP",8,0,3,0,0,0,"B1","B1"
664126,"RP",7,2,2,0,1,0,"A","A++"
676979,"RP",6,1,2,0,0,0,"A","A"
453286,"SP",1,0,0,0,0,0,"A","A"
596027,"RP",7,0,-4,0,0,0,"B2","B2"
641871,"RP",7,1,-3,0,1,1,"B2","B2"
592644,"RP",4,0,-1,1,1,1,"A","A++"
453268,"RP",10,0,0,0,1,0,"A","A++"
643338,"RP",8,0,4,0,0,0,"B1","B1"
608334,"RP",9,0,13,0,0,0,"B1","B1"
453178,"RP",9,0,3,0,0,0,"B1","B1"
621368,"RP",6,0,4,0,0,0,"B1","B1"
554431,"RP",7,0,1,0,0,0,"A","A"
433589,"RP",8,0,-3,0,0,0,"B2","B2"
650893,"RP",6,1,1,0,0,1,"A","A+"
608566,"SP",1,0,0,0,0,0,"A","A"
622075,"RP",7,0,0,0,0,0,"A","A"
608032,"RP",9,0,-1,0,0,0,"A","A"
641851,"RP",8,0,-1,0,0,0,"A","A"
621345,"RP",8,0,1,0,0,0,"A","A"
594577,"RP",8,0,0,0,0,0,"A","A"
661255,"RP",10,0,1,0,1,0,"A","A++"
664199,"RP",8,0,1,0,0,0,"A","A"
543339,"RP",9,0,0,0,0,0,"A","A"
676606,"RP",2,1,0,1,0,0,"A","A++"
607192,"SP",1,0,0,0,0,0,"A","A"
453281,"RP",8,0,-4,0,0,0,"B2","B2"
458708,"RP",7,2,1,1,1,1,"A","A++"
457918,"SP",1,0,0,0,0,0,"A","A"
543507,"RP",8,0,4,0,0,0,"B1","B1"
607219,"RP",7,0,14,0,0,0,"B1","B1"
622065,"RP",6,2,0,0,0,0,"A","A"
605242,"RP",6,0,2,0,0,0,"A","A"
641755,"RP",8,0,-1,0,0,0,"A","A"
606965,"RP",9,0,1,0,0,0,"A","A"
641540,"SP",1,0,0,0,0,0,"A","A"
